video_id,comment
0qV4mpc8QiA,gun games is attached to this?  that'll be a no.  how many more horror IP's are they gonna kill?
0qV4mpc8QiA,I wonder if you get the play as him or if you’re playing against him. These will be some of the sickest kills ever.
0qV4mpc8QiA,Another game they’re gonna yank the servers from?
0qV4mpc8QiA,For what game system? Is it gone be on PlayStation?
0qV4mpc8QiA,why is Michael’s head so big and disproportionate to his body? 😂 surprised I haven’t seen anyone mention this. He doesn’t look too much like Halloween 1978
0qV4mpc8QiA,"What happened to F13 was not GUN's/Illfonic's fault, yet people seem to lump it in with them (GUN) abandoning TCM. They literally couldn't do anything with the F13 lawsuit, they couldn't even add a new tree or a rock to a map, a developer literally said this. Its understandable why they eventually gave up, they were just waiting around doing nothing while two guys argued over money and a settlement.  As for TCM I never bought it (so far), but them abandoning support for it so soon, I agree it is bad. However, Illfonic had nothing to do with TCM so I see more hope for this. Carpenter is also credited as an executive producer which is a major bonus.  Also, for those complaining that the singleplayer experience will either just be offline bots, something like the F13 challenges, or the virtual cabin, literally do your research morons. The Halloween Game website literally says it in black and white:  ""IllFonic dives into why making a singleplayer narrative in Halloween was a must. The narrative for singleplayer in Halloween takes on a new shape. Playing as Michael Myers, walk through memorable locations from the 1978 classic such as the Myers House or bask in the recreated atmosphere of Haddonfield"".  Lets just see how it plays out and actually give it a chance before prematurely calling it a failure. I'm a huge Halloween fan, I see Halloween and I'm there for it Day 1. If its anywhere near as fun as F13 was (which was waaaaay more fun than Dead By Daylight regardless of the bugs/glitches) this will be awesome.  If it happens a 2nd time (like with TCM) then yeah there's a pattern forming. Call me a sucker or whatever, but its Halloween, as a fan of the series I can't not be there for this. Especially since it has a singleplayer mode."
0qV4mpc8QiA,"Can we have a game where we get to see what Michael Myers gets upto for the other 364 days of the year?   Fixing up the roof on his shack, befriending a lost dog, long hot summer nights sat out on the decking together....the dog doing all the talking because Michael's not the talkative type. Giving the mask a break and watching YouTube tutorials on face painting??"
0qV4mpc8QiA,"When I think about it, Michael wouldn’t have survived a neighborhood in Texas 😂😂😂. Especially not on full of black folks and Latinos 😂😂. He would’ve gotten popped over and over until he was nothing but pieces"
0qV4mpc8QiA,why she running like she has to take a big sh1t real bad??
0qV4mpc8QiA,When is the game coming out?😮
0qV4mpc8QiA,Wow that’s dope .. wait do yu get to be Michael tho lol ?
0qV4mpc8QiA,"Why’s it always old characters, can’t they make new original ones?"
0qV4mpc8QiA,Could it be? The predecessor to the Friday the 13th video game????
0qV4mpc8QiA,What would I search up to get the music of Micheal chasing Laurie?
0qV4mpc8QiA,I'm assuming it'll come out Halloween of 2026?
0qV4mpc8QiA,"Looks cool but what are you actually gonna be able to do? Run from Michael? Be Michael? Just reenact the story of the 1978 film? After that’s done, what then?"
0qV4mpc8QiA,Does anyone know what the single player game play is gonna be like?
0qV4mpc8QiA,why does Michael look like a little kid with his mask on 😂😂
0qV4mpc8QiA,Can we play as Michael Myers? Or just run from him all game?
0qV4mpc8QiA,Ok this trailer did absolutely nothing but show the beginning of the movie basically..what kind of single player? You Micheal or the doctor or someone eles?
0qV4mpc8QiA,Why not just combined an updated Jason game and the Halloween game together and make everyone happy?
0qV4mpc8QiA,Who is that girl in the red jacket?
0qV4mpc8QiA,Was the voice over paid $2 for this? And did they run out of budget for that running animation? Lol
0qV4mpc8QiA,Is this supposed to be the new Friday the 13th game people was talking about 2 weeks ago?
0qV4mpc8QiA,Can someone explain why the graphics are absolutely garbage this supposed to be a new game but it’s looking like it’s not even done with production yet ai games are horrible anymore 🥱 😂
0qV4mpc8QiA,Why are you all slating Gun Media❓
0qV4mpc8QiA,What's with the PS2 animation?
0qV4mpc8QiA,"Yoiooo this is great, do you think you play Michael?"
0qV4mpc8QiA,Who would you play as? There's not really a winner...
0qV4mpc8QiA,"Hmmm if I get this game, should I play it at night with all of the lights off?"
0qV4mpc8QiA,why is he so small??? His shoulders should be bulky and he should be way taller then that
0qV4mpc8QiA,Why are his shoulders so puny?
0qV4mpc8QiA,Gun media? They got blasted by the lawsuit from Friday the 13th the game which I'm still mad about and they're still at it?
0qV4mpc8QiA,"Fine,no ""story mode"",so we're gonna get bored after a few matches,am I wrong?"
0qV4mpc8QiA,"Bruh I want to play this game. But I hate that Gun is a part of this, after what they did with TCM how would I know they wont do this again??"
0qV4mpc8QiA,I wonder how long this will last compared to Jason and tcm
0qV4mpc8QiA,"We got Twink Michael Myers in this game 😂😂😂 Theu need to make him taller and MUCH more broad shouldered. The dude is 6 feet 7 inches tall. Im 6 foot 6. I make any normal girl or dude look tiny, but in this Michael looks damn near the same height. He doesn't look intimidating at all. And that mask, why is it so big?"
0qV4mpc8QiA,are you the slasher or the babysitter?
0qV4mpc8QiA,When I hear that theme song I get so happy all of a sudden!
0qV4mpc8QiA,"I can’t say enough how bad these devs handle their games. I really hope they don’t ruin this with the amount of bugs and unpolished mechanics they always have on launch for their other online games but since this is single player we shouldn’t worry about that now, right?"
0qV4mpc8QiA,So do you actually play as Michael ? Or one of the teens trying to survive ?
0qV4mpc8QiA,Is this gonna be another dead by daylight bullshit ass game?
0qV4mpc8QiA,Is this  ‘Legos Halloween’ ? wtf are these characters ?
0qV4mpc8QiA,Is this?? I remember seeing a demo for a fan made Halloween game years ago. Is the same game?
0qV4mpc8QiA,"This looks so bad. Still waiting on my art book for the F13 Kickstarter, Gun. How's that coming along?"
0qV4mpc8QiA,Wat game system will this be on?
0qV4mpc8QiA,I wonder if Jamie Lee Curtis approves this
0qV4mpc8QiA,Why they do homie like that? Doesn’t even look scary with that big ol’head.   Reminds me of that clip where that kid dressed as Michael Myers falls of the hay stack and stays in character. 😂
0qV4mpc8QiA,"So michael is getting his own video game, i remember friday the 13th and jason got their own video game, i never played it myself but I heard it was interesting, who's the next guy to get his own game freddy krueger!?"
0qV4mpc8QiA,Why is there a British Narrator?
0qV4mpc8QiA,Is everyone missing that it says single player  and multiplayer horror experience?
0qV4mpc8QiA,Why is his head 3 times bigger than it should be
0qV4mpc8QiA,Were any humans involved in making this?
0qV4mpc8QiA,"Isn't this by the same people who abandoned their past MULTIPLE games? Texas Chainsaw Massacre being the most recent? Pretty sure they ignored the community for the game and then just abandoned it. Anyone reading this, wait a year after launch and then see if the game is already dead. Don't waste your money."
0qV4mpc8QiA,So is this for console or pc ?
0qV4mpc8QiA,"Also, I hope we get alternate costumes for Michael 🤞😬🤞. Personally, my favorite look is the Rob Zombie costume. What is yours?"
0qV4mpc8QiA,WHERE DO I SIGN UP  Just hook it too the Vein~\!!
0qV4mpc8QiA,Is it bad that I just want a single player game where you’re Michael? Make it like Hitman or something akin
0qV4mpc8QiA,Why does Michael walk like he's seriously constipated?
0qV4mpc8QiA,"Is this original voices, if yes I guess Donnie's kids get a nice wee payday?"
0qV4mpc8QiA,Why not drop it on Halloween???
0qV4mpc8QiA,Is It Gonna Be On The Xbox series x ?
0qV4mpc8QiA,"Everything about this trailer is bad. The 2005 animation, the terrible Donald Pleasance impersonation, the awful Michael Myers, they didn't have to make this so why are they?"
0qV4mpc8QiA,How do they expect us to beat this game cuz he just won't die
0qV4mpc8QiA,Will your bets repeat the fate of Friday the 13th?
0qV4mpc8QiA,How do we get this game?? How can I play it ??
0qV4mpc8QiA,I WAS TALKING ABOUT WANTING A HALLOWEEN 1974 GAME WITH MY FRIEND THAT ISNT THE NES ONE NOW ITS REAL!???
0qV4mpc8QiA,So will this actually be a story or just online??
0qV4mpc8QiA,"Why why why would Illfonic ever partner with Gun again? Smh  This looks so goofy lmao no thanks, not spending another dime on another dead game in the making 👎🏻"
0qV4mpc8QiA,Why is Behaviour adding an old chapter a second time?
0qV4mpc8QiA,How much wanna bet games gonna be like $130.   80 bucks for standard edition
0qV4mpc8QiA,2026? Why even show us this atm?
0qV4mpc8QiA,Why would the release date not be this October smh
0qV4mpc8QiA,Will this be a first person or third person game ?
0qV4mpc8QiA,"I can overlook the Loomis impression not being perfect, but couldn't they at least make him sound British?"
0qV4mpc8QiA,Why wasn’t this recommended yesterday!?
0qV4mpc8QiA,Is this going to be like a Friday the 13 game?
0qV4mpc8QiA,Also why does Michaels mask look twice as big as everything else on him??
0qV4mpc8QiA,I'm sorta hyped about this but when's Illfonic & Gun Media making an Elm Street game?
0qV4mpc8QiA,How many multi-player asymmetrical horror games that are only gonna last a few years do we really need?
0qV4mpc8QiA,Can we fast forward to release day now? 👀
0qV4mpc8QiA,"How many assymetric games would it take before they realized people wants an actual single player/story mode of those franchise What how the ""singleplayer"" gonna be some short objective based ""mini game"" and not a fully fledge actual singleplayer story mode."
0qV4mpc8QiA,"What Gun and Illfonix drop this like a bad habit quickly. It's their MO. Look at Predator, Friday the 13the, Killer Clowns, and Texas Chainsaw"
0qV4mpc8QiA,"Besides the original movie and the 2018 sequels, I truly enjoyed rob zombie’s 2007 version, hopefully there’s a way to implement that version somehow in here, maybe a costume for DLC? Or a mask you can unlock ?"
0qV4mpc8QiA,Why 2026 gta 6 will be out lol
0qV4mpc8QiA,"So will this be yet another ""TCM"", ""K***Klowns from Outer Space""or ""Friday the 13th"" asymmetrical game that will die after a few months?"
0qV4mpc8QiA,I wonder will other legacy characters be in video game from the series.
0qV4mpc8QiA,How long do you think it will take for the Drags to come from DBD and complain about the balance? Start the clock
0qV4mpc8QiA,That voiceover is annoying and why is Michael's head so big?
0qV4mpc8QiA,Why does the voice over sound like Ed Wood?
0qV4mpc8QiA,Are we bringing back the random games like the early 2000’s?
0qV4mpc8QiA,How is this game going to be played I wonder? I’m excited and confused at the same time. 🤦🏾‍♂️😂
0qV4mpc8QiA,Is it supposed to be like a cartoon?
0qV4mpc8QiA,is it going to be like jason and the texas chain saw? i want like an open world/ plat former.
0qV4mpc8QiA,Can I be Michal though and go on a rampage?!?;
0qV4mpc8QiA,What about the Meta Quest..we need games also
0qV4mpc8QiA,"Is this just going to be another one of those games, but like Halloween???"
0qV4mpc8QiA,"Are you guys seriously going to trust Gun again? After what they did to Friday the 13th and TCM? They showed over and over how much they don't care about their player base, and you're still giving them money? Are you guys really that dumb? Wow, ok. Good luck!"
0qV4mpc8QiA,Can someone please tell me if it is just like the other game? Or did they change everything and mess it up
0qV4mpc8QiA,Does anyone know what's an experience? Never heard about this form of media/entertainment.
0qV4mpc8QiA,Why does Dr. Loomis sound like Cary Grant though?
0qV4mpc8QiA,This why gun abandoned Texas Chainsaw already?
0qV4mpc8QiA,What is with the stupid voice over it's so jarring
0qV4mpc8QiA,its a play 2 game ??? what is this animations ???
0qV4mpc8QiA,what love about this. theyve done what sucide squad movie did. made 2 different verisons. as alot of people clearly done remember the multiplayer failure froma few years ago with the same name
0qV4mpc8QiA,Who is Michael Myers? Michael is a human incarnation of pure evil. Waiting gameplay.
0qV4mpc8QiA,"I wonder if they will let you play as Michael? I've been a huge fan for years...when I go see the new movies I'm in the Theater like ""Killem Mike"" 😂"
0qV4mpc8QiA,Gun is involved? Doth the tales of Texas Chainsaw Massacre and Friday thine 13th not fall upon one’s conscience?
0qV4mpc8QiA,When watching the trailer I saw the Gun logo I let out a strange evil laugh and my girl friend looked at me like wtf 😮!   Ain’t no way I’m buying from them again 😂
0qV4mpc8QiA,this nice and all but can we bring friday the 13th back ??
0qV4mpc8QiA,"When my and bro played F13 I kept saying....""PLEASE let them do this for Halloween and FINALLY. I am so fucking hyped for this"
0qV4mpc8QiA,"Why is Myers so skinny looking? His appearance looks like someone cosplaying Myers. Mask to big, shoulders to small..."
0qV4mpc8QiA,What the actual eff is that voice acting? Is that a joke?
0qV4mpc8QiA,"Why does gun always get this shit, the games done for"
0qV4mpc8QiA,Could've just fixed and updated Friday the 13th... the lawsuit ruined the game what says tgis will be sny diffrent and not get shut down by lawsuits?
0qV4mpc8QiA,"When I see ILLFONIC and Gun media, I know I'm being scammed. After 1 year, no more content."
0qV4mpc8QiA,why he walking with a limb lol
0qV4mpc8QiA,oh my god i complete halloween kills right now and i am going to watch halloween ends and im pretty shock right now halloween new game????
0qV4mpc8QiA,Why his head look so chonky
0qV4mpc8QiA,Is it just me or do the proportions on Myers look off?  Notably the head looks comically large and upper body looks shorter than it needs to be.
0qV4mpc8QiA,Is that all you people do is complain?!
0qV4mpc8QiA,"why does it look like a ps2 game, and not in a good way?"
0qV4mpc8QiA,Why not just play dbd? I feel like just one killer with one play style would be borrrring
0qV4mpc8QiA,Am I trippin or is Michael's legs super long? And do the walking/running animations look weird? Like over done or over exaggerated?
0qV4mpc8QiA,I genuinely hope the gameplay is not slow and clunky like tcm was. That game felt like absolute dog shit to play. Based off this trailer the characters look like tcm characters that’s not a good start. This company is actively shitting on numerous horror franchises. Who gave them the green light to do this?
0qV4mpc8QiA,How does it take almost 50 yrs for a proper Halloween game? I just don't understand.
0qV4mpc8QiA,Am I the only one who thinks Michael is very thin???
0qV4mpc8QiA,"Gun's games are awesome and FILLED with love, it's their business models that suck though. So what use is there??"
0qV4mpc8QiA,Why is she running like the aliens off Mars Attacks 😂😂
0qV4mpc8QiA,and here I thought DBD was bad... what the hell with running animation? scared npcs in Ghost Master had same animations but it was a parody game. why is his head so big when camera is angled upwards.. is it a horror parody?
0qV4mpc8QiA,"interesting, is there a reason why all these old horror IPs decides to make games at this moment in time?"
0qV4mpc8QiA,Is it just me or does this trailer look trash there's something weird about it right?
0qV4mpc8QiA,Is this coming to playstation and xbox?
0qV4mpc8QiA,"We’re going to get Illfoniced in the Gun again, aren’t we?"
0qV4mpc8QiA,Will we get to play as Michael Myers and Hamie Lee Curtis? Or will it be a multiplayer game like Friday the 13th?
0qV4mpc8QiA,Is Jamie Lee Curtis doing voice/mo-cap work in this?
0qV4mpc8QiA,These graphics look pee pee poo poo Wagwan wit dis?
0qV4mpc8QiA,how many months until they turn off the servers?
0qV4mpc8QiA,Will Big John and Little John be playable characters?
0qV4mpc8QiA,Are we ever going to get Michael vs. Jason?
0qV4mpc8QiA,Does he have a tombstone add on though?
0qV4mpc8QiA,"I REALLY hope it’s not a dead by daylight type game. If not,maybe at least a story mode would be nice?"
0qV4mpc8QiA,why does the voice over sound like a bad robotic AI?
0qV4mpc8QiA,The fact it's made by Gun is a death sentence. They are HORRIBLE game developers. Why do they keep getting these big horror titles?
0qV4mpc8QiA,"If actual game footage is not represented, then why show anything at all?"
0qV4mpc8QiA,what gun did w tcm was shitty. but both companies was on f13 and im hype.
0qV4mpc8QiA,"Why does Michael just walk like a normal person with swag lol, that's so wrong and don't look right"
0qV4mpc8QiA,I wanna see A Nightmare on Elm Street video game?
0qV4mpc8QiA,Who got Ewan mcgregor to narrate this trailer 😂
0qV4mpc8QiA,"Oh boy, if this game shown? I wonder how the license will effect for myers in dbd?"
0qV4mpc8QiA,This Voice over sucks if you aren't gonna change the dialogue why not give us Lumis? Cause you  didn't want to pay his estate?
0qV4mpc8QiA,"I saw the game for sale on switch 2 at my local Walmart the other day??? Wasnt a pre order , has this already been out for the switch??"
0qV4mpc8QiA,Is this even a game? I have learned nothing about what this will be.
0qV4mpc8QiA,"How about showing the Fn gameplay footage!? Bloody games today! I don't play games for the cinematic cut scenes. I'd watch the original Halloween movie, if I wanted to have a cinema experience!"
0qV4mpc8QiA,Are we gonna play as Laurie or Michael?
0qV4mpc8QiA,Why's his head so damned big?
0qV4mpc8QiA,Who got excited until they seen the Gun and Illfonic logos 😂
0qV4mpc8QiA,"They abandoned Friday the 13th (ok this one they didn't have options), then... abandoned Predator Hunting Grounds, then... abandoned The Texas Chainsaw. How am I suppose to trust this dudes NOW?"
0qV4mpc8QiA,Is she drunk? Who runs like that...
0qV4mpc8QiA,Is this the Friday the 13th game reincarnated pretty much?
0qV4mpc8QiA,Couldn't have gotten an actual English guy to voice Loomis?
0qV4mpc8QiA,Whys everyone shitting on gun media? Friday the 13th was awesome and i thought ppl loved TCM?
0qV4mpc8QiA,That was a nothing burger.  Soooooo what are we getting for a game?
0qV4mpc8QiA,Is this like friday the 13th multiplayer game? Cause that would be amazing
0qV4mpc8QiA,What a time to be alive !!!
0qV4mpc8QiA,Is there an official release date?
0qV4mpc8QiA,2026? Why not for this holiday season?
0qV4mpc8QiA,why micheal myers is a framecel?
0qV4mpc8QiA,how long can they hold up the rights to the character?
0qV4mpc8QiA,What are these graphics man Jesus I swear I’m almost so done with gaming bruh 🤦🏾literally finna retire from ts
0qV4mpc8QiA,What is this game going to do for the multi-player genre that DBD or Friday hasn't already done especially with only 1 killer... Meh
0qV4mpc8QiA,Awesome! Hopefully it doesn't suffer the same fate as F13 and end up like TCM after just two years?
0qV4mpc8QiA,Can you be Michael  cause mannnn the carnage
0qV4mpc8QiA,How will this game be any different than Texas Chainsaw Massacre or the Space Jokers?
0qV4mpc8QiA,Can someone tell me why people are against Gun being involved with this game? I don’t know anything about them.
0qV4mpc8QiA,How do the same people acquire these IP's just to make a game that shuts down after a year
0qV4mpc8QiA,Will the multiplayer just be like Friday the 13th game?
0qV4mpc8QiA,Why is the announcer from temu. Just straight butt cheeks
0qV4mpc8QiA,Why Michael’s head looks so big 😂
0qV4mpc8QiA,Why did the voice acting sound AI... is it because...?
0qV4mpc8QiA,Why does he walk so awful? 😂
0qV4mpc8QiA,what is that character model for mike meyers? big ass head and narrow shoulders. like what this scrawny lil guy gonna do?
0qV4mpc8QiA,why is Gun still allowed near video games
0qV4mpc8QiA,why do they move like sims lmao and why does the narrator sound like he's doing a parody of the original guy?
0qV4mpc8QiA,Will I buy the game? Yes. Will i ever trust Gun. again? No.
0qV4mpc8QiA,"No actual gameplay footage.... so, how are going to make a whole game out of this?"
0qV4mpc8QiA,So when are we gonna get a scream game?
0qV4mpc8QiA,"Friday the 13th died, evil dead died, Texas chainsaw died, killers klowns died. Is this really going to be different?"
0qV4mpc8QiA,"Where's Ash when you need him, right?"
0qV4mpc8QiA,I wonder if this game be similar to how Friday The 13th played.
0qV4mpc8QiA,Why does every horror game trailer use really goofy movements for their models.
0qV4mpc8QiA,Why does this look like a late gen PS2 cutscene?
0qV4mpc8QiA,"I absolutely cannot wait to play this game.  Waited my whole life to play a myers game. However, did anyone else think michael head and shoulder appear odd. Small shoulders or bigger head???"
0qV4mpc8QiA,What you can do is walk in a straight line. Michael Myers only weakness is  ‘Power walking’.
0qV4mpc8QiA,"i wonder what the ""single player"" experience entails. do they mean bot lobbies? or is it going to have a story mode?"
0qV4mpc8QiA,So will we be able to play as Micheal?
0qV4mpc8QiA,How does gun keep getting work? They only just stopped dancing on TCM dead body and now they have halloween in their grubby mits is astonishing.
0qV4mpc8QiA,"When Friday XIII came out, I was there. When Texas Chainsaw Massacre came out, I was there. When Killer Klowns from Outer Space came out, I was there. And now Halloween is upon is, and I will say the same thing for this as I did every other asym horror game that has come out. PLEASE actually support this game so it lasts longer than a year </3"
0qV4mpc8QiA,What if Micheal Myers was in Freaker Friday
0qV4mpc8QiA,Are you playing as micheal or a victim?
0qV4mpc8QiA,Angry Video Game Nerd: They're making another one?
0qV4mpc8QiA,What do they mean by single player and multiplayer? Will it have an actual campaign with a separate multiplayer mode or is it just that you can play the multiplayer mode by yourself? I would prefer the first option. I’m tired of multiplayer horror games.
0qV4mpc8QiA,Is this going to be like the Friday the 13th game?
0qV4mpc8QiA,How are we the player contrlling myers supposed to catch up with the survivers when myers doesn't run
0qV4mpc8QiA,Why did it take so long. I’m so fucking tired of everything being dead by daylight like someone else said. We deserve single player story driven AAA experiences for all horror titles!
0qV4mpc8QiA,Is this a new dead by daylight dlc??
0qV4mpc8QiA,How do we really know michael doesnt have emotion? Maybe the problem was that loomis was just a shitty psychiatrist.
0qV4mpc8QiA,Here we go again. How long will you be able to play it before Gun pulls the plug like TCM and F13?
0qV4mpc8QiA,Who else is here for the original theme song 👍😭
0qV4mpc8QiA,Can i play as mike myers the comedian?... And as Mike Mike? (matan even's sidekick)
0qV4mpc8QiA,How about blowing his Fing head off
